,num_planets,solid_mass,mass_efficiency
0,11.0,8.136583179011339,62.589101377010294
1,13.0,2.8274697818159558,148.81419904294503
2,9.0,7.979542735384084,101.00687006815296
3,18.0,6.94485525309034,694.485525309034
4,10.0,3.19364857406066,76.03925176334904
5,19.0,4.663430696603264,137.1597263706842
6,17.0,3.3888798011802588,169.44399005901295
7,12.0,5.33494241829322,183.96353166528345
8,12.0,3.9976668444794052,90.85606464725922
9,11.0,10.594000463050385,96.30909511863986
10,10.0,5.2629329843052,169.77203175178064
11,7.0,8.657026564641326,240.47296012892573
12,5.0,0.43870066083033354,16.873102339628215
13,9.0,8.101849185529792,115.74070265042559
14,10.0,23.17984359023084,110.38020757252781
15,10.0,10.614746720621767,408.2594892546834
16,15.0,6.386569492055812,82.94246093578977
17,13.0,1.2387309048809734,172.0459590112463
18,11.0,2.4985129435982856,99.94051774393142
19,12.0,6.061782944817754,104.51349904858196
20,4.0,0.27807119652146683,34.329777348329245
21,17.0,2.030174071368612,184.56127921532837
22,13.0,4.299753294201194,214.9876647100597
23,9.0,0.8058158531314102,61.98583485626233
24,8.0,4.067677475186718,58.109678216953114
25,6.0,8.632215651969856,102.76447204726018
26,9.0,6.574327873311379,193.36258450915818
27,9.0,2.647309937839107,105.89239751356428
28,24.0,5.351815225039273,281.6744855283828
29,18.0,4.0151279674130524,167.29699864221053
30,10.0,4.603398558962876,158.73788134354746
31,11.0,11.20862924650128,74.72419497667521
32,10.0,10.82325900005314,108.23259000053139
33,6.0,0.43524831615205817,36.270693012671515
34,12.0,15.319434985428693,437.69814244081977
35,17.0,7.000536626816528,233.35122089388426
36,10.0,0.9720688433336184,103.41157907804451
37,15.0,4.633887484276596,308.9258322851064
38,17.0,5.931036767301407,257.87116379571336
39,13.0,11.170127568263547,587.9014509612393
40,19.0,3.244458568178491,334.4802647606692
41,12.0,15.788049559098685,157.88049559098684
42,4.0,0.28892835804164385,33.99157153431104
43,9.0,8.938817343584232,151.5053787048175
44,8.0,7.371335633908394,460.7084771192746
45,12.0,3.6363810125557707,173.16100059789383
46,15.0,1.5384905452914899,96.15565908071811
47,16.0,2.2742874638589607,103.37670290268004
48,19.0,4.482386158106255,172.39946761947135
49,14.0,4.150341316168688,218.43901664045725
50,13.0,3.7289706713512407,177.57003196910668
51,11.0,6.689747603502849,352.0919791317289
52,8.0,9.421063982083389,209.35697737963088
53,10.0,10.1169061638712,187.35011414576294
54,8.0,3.5442551476284168,118.14183825428056
55,21.0,8.298422493841953,296.37223192292686
56,25.0,4.64390273851709,185.75610954068358
57,9.0,5.580277659404802,223.21110637619205
58,10.0,3.741166157297498,162.6593981433695
59,9.0,0.800880988250208,131.29196528691935
60,14.0,1.4459509956195173,68.8548093152151
61,3.0,0.20015090256896514,5.718597216256146
62,9.0,6.349478498004353,211.64928326681178
63,11.0,5.488559148245154,93.0264262414433
64,8.0,5.818547660831803,223.79029464737707
65,13.0,10.122864931024992,187.460461685648
66,2.0,0.12858018920402975,14.286687689336643
67,13.0,9.192049762605638,114.90062203257047
68,16.0,3.6413385938716774,134.86439236561768
69,15.0,2.3962882073953744,199.69068394961454
70,2.0,0.1405919218612836,17.35702739028193
71,15.0,6.826095913372751,166.49014422860367
72,11.0,3.0708241721324874,139.58291691511306
73,22.0,8.754573420838287,625.3266729170206
74,10.0,3.8196775432767,131.71301873367932
75,14.0,16.630002020539592,263.968286040311
76,7.0,0.6542695795679145,93.46708279541636
