,num_planets,solid_mass,mass_efficiency
0,12.0,6.705383245061635,51.57987111585873
1,8.0,2.7253199289674406,143.43789099828635
2,12.0,10.749994892678423,136.0758847174484
3,23.0,6.397113812643753,639.7113812643753
4,10.0,2.953129893085823,70.31261650204341
5,16.0,4.22381343672809,124.22980696259087
6,15.0,2.265726570170325,113.28632850851625
7,15.0,3.738926490032162,128.92849965628145
8,9.0,3.8276003031488295,86.99091598065522
9,9.0,12.15302957732684,110.48208706660765
10,10.0,6.292921252089037,202.99745974480766
11,10.0,7.751707060570811,215.325196126967
12,8.0,0.4874789422516918,18.74919008660353
13,9.0,10.258344379077958,146.5477768439708
14,12.0,16.782660703316647,79.91743192055547
15,15.0,19.225523631113433,739.4432165812859
16,12.0,5.97850506453461,77.6429229160339
17,7.0,0.6661411738503746,92.5196074792187
18,13.0,2.4098047841915275,96.3921913676611
19,10.0,6.3918208669462615,110.2038080507976
20,4.0,0.27564279625550664,34.029974846358854
21,18.0,2.018205371250482,183.47321556822564
22,11.0,4.233876096309252,211.69380481546258
23,10.0,0.980547507345088,75.42673133423754
24,11.0,6.7511003815137585,96.44429116448225
25,9.0,113.00111683443635,1345.251390886147
26,14.0,12.303031137703908,361.85385699129137
27,11.0,4.4831947723204655,179.3277908928186
28,18.0,4.4455025892577185,233.97382048724833
29,16.0,3.8599287035014456,160.83036264589356
30,10.0,5.735928091032016,197.7906238286902
31,12.0,14.968792368942799,99.79194912628533
32,10.0,10.221005906398128,102.21005906398128
33,7.0,0.4601223375544109,38.34352812953424
34,13.0,15.31702075570966,437.62916444884735
35,17.0,5.379864766829454,179.32882556098178
36,12.0,0.9568894586911587,101.79675092459135
37,24.0,3.9231842242229322,261.54561494819546
38,15.0,4.6521601621195545,202.2678331356328
39,12.0,8.254665339431078,434.45607049637255
40,14.0,2.8339991223480023,292.16485797402083
41,11.0,16.562167842145286,165.62167842145286
42,2.0,0.1152004430013131,13.55299329427213
43,9.0,6.177570808066423,104.7045899672275
44,12.0,6.8081730053063065,425.51081283164416
45,13.0,2.956231709074552,140.7729385273596
46,13.0,1.172502682774425,73.28141767340156
47,19.0,2.345809672838582,106.62771240175374
48,14.0,4.541115108672032,174.65827341046278
49,19.0,4.943125589819725,260.164504727354
